current_path,file_type,subsystem,functional_purpose,classification,usage_status,usage_evidence,primary_entrypoint_or_consumer,important_inbound_references,important_outbound_dependencies,related_tests,approx_loc,duplication_overlap_notes,risk_if_changed,confidence_level,proposed_action,proposed_destination,explanatory_notes
backend/tests/test_takeoff_platform.py,Python (.py),takeoff,"Unit/regression tests exercising config, services.entity_taxonomy, services.takeoff.ground_truth_evaluation, services.takeoff.ground_truth_excel, services.takeoff.paired_dataset_builder, services.takeoff.takeoff_exporter, services.takeoff.takeoff_validation -- covers: takeoff platform",test,used by tests,"collected by pytest under backend/tests/; imports config, services.entity_taxonomy, services.takeoff.ground_truth_evaluation, services.takeoff.ground_truth_excel, services.takeoff.paired_dataset_builder, services.takeoff.takeoff_exporter, services.takeoff.takeoff_validation","pytest (backend/tests/, python -m pytest -q)","none (standalone test module, discovered directly by pytest)",config; services.entity_taxonomy; services.takeoff.ground_truth_evaluation; services.takeoff.ground_truth_excel; services.takeoff.paired_dataset_builder; services.takeoff.takeoff_exporter; services.takeoff.takeoff_validation,config; services.entity_taxonomy; services.takeoff.ground_truth_evaluation; services.takeoff.ground_truth_excel; services.takeoff.paired_dataset_builder; services.takeoff.takeoff_exporter; services.takeoff.takeoff_validation,365,no clear duplicate identified,low -- isolated regression/unit test; changing affects only coverage of config; services.entity_taxonomy; services.takeoff.ground_truth_evaluation; services.takeoff.ground_truth_excel; services.takeoff.paired_dataset_builder; services.takeoff.takeoff_exporter; services.takeoff.takeoff_validation,high,keep in place,backend/tests/test_takeoff_platform.py,
backend/tests/test_test_isolation.py,Python (.py),multimodal-fusion,"Unit/regression tests exercising services.multimodal.pipeline, tests.test_documents_api -- covers: test isolation",test,used by tests,"collected by pytest under backend/tests/; imports services.multimodal.pipeline, tests.test_documents_api","pytest (backend/tests/, python -m pytest -q)","n/a (this file is the consumer, not the provider)",services.multimodal.pipeline; tests.test_documents_api; tests.test_documents_api.IsolatedApiTestCase (shared isolation harness),services.multimodal.pipeline; tests.test_documents_api,135,no clear duplicate identified,low -- isolated regression/unit test; changing affects only coverage of services.multimodal.pipeline; tests.test_documents_api,high,keep in place,backend/tests/test_test_isolation.py,Reuses IsolatedApiTestCase/_REDIRECTED_SETTINGS from test_documents_api.py -- see that file's row for the consolidation note.
backend/tests/test_token_extractor.py,Python (.py),engineering/geometry,"Unit/regression tests exercising services.engineering_object_filter, services.token_extractor -- covers: token extractor",test,used by tests,"collected by pytest under backend/tests/; imports services.engineering_object_filter, services.token_extractor","pytest (backend/tests/, python -m pytest -q)","none (standalone test module, discovered directly by pytest)",services.engineering_object_filter; services.token_extractor,services.engineering_object_filter; services.token_extractor,89,no clear duplicate identified,low -- isolated regression/unit test; changing affects only coverage of services.engineering_object_filter; services.token_extractor,high,keep in place,backend/tests/test_token_extractor.py,
backend/tests/test_trusted_explicit_section.py,Python (.py),prediction,"Unit/regression tests exercising services.exact_section_predictor, services.multimodal.encoder_contracts, services.prediction.orchestrator -- covers: trusted explicit section",test,used by tests,"collected by pytest under backend/tests/; imports services.exact_section_predictor, services.multimodal.encoder_contracts, services.prediction.orchestrator","pytest (backend/tests/, python -m pytest -q)","none (standalone test module, discovered directly by pytest)",services.exact_section_predictor; services.multimodal.encoder_contracts; services.prediction.orchestrator,services.exact_section_predictor; services.multimodal.encoder_contracts; services.prediction.orchestrator,214,no clear duplicate identified,low -- isolated regression/unit test; changing affects only coverage of services.exact_section_predictor; services.multimodal.encoder_contracts; services.prediction.orchestrator,high,keep in place,backend/tests/test_trusted_explicit_section.py,
backend/tests/test_wildcard_matcher.py,Python (.py),core-shared-services,"Unit/regression tests exercising services, services.family_codes, services.wildcard_matcher -- covers: wildcard matcher",test,used by tests,"collected by pytest under backend/tests/; imports services, services.family_codes, services.wildcard_matcher","pytest (backend/tests/, python -m pytest -q)","none (standalone test module, discovered directly by pytest)",services; services.family_codes; services.wildcard_matcher,services; services.family_codes; services.wildcard_matcher,140,no clear duplicate identified,low -- isolated regression/unit test; changing affects only coverage of services; services.family_codes; services.wildcard_matcher,high,keep in place,backend/tests/test_wildcard_matcher.py,
backend/training/__init__.py,python module,training package init,Marks backend/training as an importable Python package,training/ML,actively used at runtime,imported implicitly whenever `training.*` or `backend.training.*` is imported (e.g. `python -m training.build_dataset`),package __init__,"backend/training/build_*.py, train_*.py CLI entrypoints",none,none found,0,,low,high,keep in place,,
backend/training/annotation_edge_cases.jsonl,jsonl data,continuous-learning training data,Hand-curated annotation edge-case examples fed into the training dataset,training/ML,actively used at runtime,config.py:359 annotation_edge_cases_path,services.dataset_builder / training_service (loaded via settings.annotation_edge_cases_path),,dataset_builder,none found,6,,low,high,keep in place,,
backend/training/approved_dataset.csv,csv data,continuous-learning training data,Human-approved correction examples merged into the classifier training set,training/ML,actively used at runtime,config.py:109 approved_dataset_path,services.training_service / dataset_builder,,"dataset_builder, training_service",none found,2097,,"medium (runtime-updated data, changing it affects next training run)",high,keep in place,,
backend/training/augmented_dataset.csv,csv data,continuous-learning training data (generated),Augmented (expanded) training dataset produced by build_augmented_dataset.py,training/ML,generated but intentionally tracked,config.py:114 augmented_dataset_path; produced by training/build_augmented_dataset.py,services.dataset_builder consumers; regenerated by build_augmented_dataset.py,training/build_augmented_dataset.py (producer),dataset_builder,none found,255487,,medium (255K-line generated artifact; large diffs on regen),high,keep in place,,
backend/training/best_model.pkl,binary model,live-deployment model artifact,"Live classifier model loaded at runtime (flat alias, not the versioned registry copy)",data/model artifact,actively used at runtime,config.py:47 model_path = training/best_model.pkl,prediction/orchestrator.py (via services loading settings.model_path),training pipeline (trainers.py/model_registry.py promote_to_live_paths),,none found,n/a (binary model),,HIGH — production inference model; changing/removing breaks predictions,high,keep in place,,Duplicate-looking sibling of backend/training/models/family_classifier/*/best_model.pkl (versioned registry copies) — this flat file is the promoted live alias per docs/ml_integration/partner_vs_local_comparison.md
backend/training/build_augmented_dataset.py,python script,offline training-data builder,Offline builder for augmented_dataset.csv (classifier training only),training/ML,operational/manual script,"docstring: 'Offline builder for augmented_dataset.csv'; imports services.data_augmentation, dataset_builder, dataset_manager, config.settings","CLI: python -m training.build_augmented_dataset (per docs/ml_integration/partner_vs_local_comparison.md, listed as pre-existing XGBoost/LightGBM training path)","services.data_augmentation, services.dataset_builder, services.dataset_manager, config",none found,,30,,low (offline tool),high,keep in place,,
backend/training/build_dataset.py,python script,offline training-data builder,Offline entry point to (re)build the base training dataset,training/ML,operational/manual script,docstring: 'python -m training.build_dataset',CLI: python -m training.build_dataset,services.dataset_builder (per docs/ml_integration/partner_vs_local_comparison.md),services.dataset_builder,none found,43,,low (offline tool),high,keep in place,,
backend/training/build_dynamic_regex.py,python script,offline regex-KB builder,Learns per-class regex patterns from the training dataset and writes training/dynamic_regex.json (the runtime knowledge base),training/ML,operational/manual script,docstring: 'python -m training.build_dynamic_regex'; output consumed by services/regex_knowledge_base.py,CLI: python -m training.build_dynamic_regex,"services.regex_knowledge_base (consumer of its output, not the script itself)","Regex Learning Engine, training dataset",none found,80,,medium (output feeds live regex KB; regenerating changes runtime regex matching),high,keep in place,,
backend/training/build_features.py,python script,offline training-data builder,Materializes the rich feature dataset (features_dataset.csv) without fitting a model,training/ML,operational/manual script,docstring: 'Materialize the rich feature dataset without fitting a model'; imports services.dataset_builder,CLI: python -m training.build_features,services.dataset_builder,,none found,19,,low (offline tool),high,keep in place,,
backend/training/compound_dimensions_seed.jsonl,jsonl data,continuous-learning training data,Seed examples for compound structural-tee (ST) dimension parsing,training/ML,actively used at runtime,config.py:363 compound_dimensions seed path,services.dataset_builder / regex knowledge base seeding,,,none found,29,,low,high,keep in place,,
backend/training/continuous_learning_state.json,json data,continuous-learning runtime state,"Tracks continuous-learning pipeline state (last run, counters)",training/ML,actively used at runtime,config.py:134-135 continuous_learning_state_path,services.training_service continuous-learning loop,,,none found,11,,medium (runtime state file; corrupting it can break the continuous-learning loop),high,keep in place,,
backend/training/documents/doc_0bfc2d61245dbce2.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_0d910a43b4a021e3.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_240bd2541fbca147.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_3fe7f145b516041a.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_47dc7ef27f6e5d7e.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_683e6eef0a945c9a.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_6a9a9684bb19343b.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_9414716bffc67596.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/documents/doc_f6ddc4a7e233ffb0.json,json data,document_registry runtime state,"Per-document registry record (upload metadata, stage, checksums) written by the upload/extract/analyze pipeline",data/model artifact,generated but intentionally tracked,services/document_registry.py:43 stores records at training/documents/{document_id}.json; services/document_registry.py:87 defines the doc_{sha256[:16]} id scheme,backend/services/document_registry.py (writer/reader),"staged_pipeline.py, semantic_document_service.py (via document_registry)",,none found,0,9 tracked snapshots alongside additional UNTRACKED sibling files in the same directory (backend/training/documents/doc_06009aaef05256fa.json etc. per git status) — the directory mixes committed fixture-like state with live untracked upload state; not inventoried in detail per audit scope instructions,"low (per-document state; each file is independent, not shared)","medium (content not individually read, structure inferred from schema header and document_registry.py)",keep in place,,Untracked siblings in this same directory are live runtime uploads explicitly excluded from this audit's detailed scope; these 9 are the only git-tracked members of that directory
backend/training/dynamic_regex.json,json data,live regex knowledge base,Runtime Dynamic Regex Knowledge Base consumed by prediction's regex layer,training/ML,actively used at runtime,config.py:126 knowledge_base_path; services/regex_knowledge_base.py:22 'backed by training/dynamic_regex.json',services.regex_knowledge_base -> prediction pipeline,training/build_dynamic_regex.py (producer),services.regex_knowledge_base,none found,15484,,HIGH — large (15K lines) live artifact feeding prediction's regex matching,high,keep in place,,
backend/training/engineering_corrections.jsonl,jsonl data,continuous-learning training data,Log of engineering-approved corrections used as training signal (not the same as the human_selections review log),training/ML,actively used at runtime,config.py:368-369 engineering_corrections_path; config.py:373 comment distinguishes it from a pure log file,services.dataset_builder / training_service,,,none found,2952,,low,high,keep in place,,
backend/training/eval_cache_backups/accuracy_gold/README.md,markdown,ML accuracy audit fixtures (backend/training/eval_cache_backups),Explains the accuracy_gold fixture set,fixture/sample,used by developer tooling,"referenced by backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py (default arg paths)","consumed via --gold-path default args in backend/scripts/measure_*.py, audit_normalize_false_corrections.py","backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py",,none found,13,,medium (hand-curated gold labels; accidental edits would silently corrupt accuracy audits),high,keep in place,,Part of the A1-A8 'ACCURACY_TRACK' human-review gold-set family referenced in backend/ACCURACY_TRACK_A1_A8_STATUS.md
backend/training/eval_cache_backups/accuracy_gold/a2_human_review_70.json,json data,ML accuracy audit fixtures (backend/training/eval_cache_backups),A2 gold set: 70-item human-reviewed extraction sample,fixture/sample,used by developer tooling,"referenced by backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py (default arg paths)","consumed via --gold-path default args in backend/scripts/measure_*.py, audit_normalize_false_corrections.py","backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py",,none found,3518,,medium (hand-curated gold labels; accidental edits would silently corrupt accuracy audits),high,keep in place,,Part of the A1-A8 'ACCURACY_TRACK' human-review gold-set family referenced in backend/ACCURACY_TRACK_A1_A8_STATUS.md
backend/training/eval_cache_backups/accuracy_gold/a6_completion_evidence_fixtures.json,json data,ML accuracy audit fixtures (backend/training/eval_cache_backups),A6 completion-evidence gold fixtures,fixture/sample,used by developer tooling,"referenced by backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py (default arg paths)","consumed via --gold-path default args in backend/scripts/measure_*.py, audit_normalize_false_corrections.py","backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py",,none found,76,,medium (hand-curated gold labels; accidental edits would silently corrupt accuracy audits),high,keep in place,,Part of the A1-A8 'ACCURACY_TRACK' human-review gold-set family referenced in backend/ACCURACY_TRACK_A1_A8_STATUS.md
backend/training/eval_cache_backups/accuracy_gold/a7_human_review_100.json,json data,ML accuracy audit fixtures (backend/training/eval_cache_backups),A7 gold set: 100-item human-reviewed association sample,fixture/sample,used by developer tooling,"referenced by backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py (default arg paths)","consumed via --gold-path default args in backend/scripts/measure_*.py, audit_normalize_false_corrections.py","backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py",,none found,3944,,medium (hand-curated gold labels; accidental edits would silently corrupt accuracy audits),high,keep in place,,Part of the A1-A8 'ACCURACY_TRACK' human-review gold-set family referenced in backend/ACCURACY_TRACK_A1_A8_STATUS.md
backend/training/eval_cache_backups/accuracy_gold/june_16page_extract_group_gold.json,json data,ML accuracy audit fixtures (backend/training/eval_cache_backups),June 16-page drawing extract-group gold set (used by measure_grouping_f1.py),fixture/sample,used by developer tooling,"referenced by backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py (default arg paths)","consumed via --gold-path default args in backend/scripts/measure_*.py, audit_normalize_false_corrections.py","backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py",,none found,2574,,medium (hand-curated gold labels; accidental edits would silently corrupt accuracy audits),high,keep in place,,Part of the A1-A8 'ACCURACY_TRACK' human-review gold-set family referenced in backend/ACCURACY_TRACK_A1_A8_STATUS.md
backend/training/eval_cache_backups/accuracy_gold/june_association_gold.json,json data,ML accuracy audit fixtures (backend/training/eval_cache_backups),June association gold set (used by measure_association_precision.py),fixture/sample,used by developer tooling,"referenced by backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py (default arg paths)","consumed via --gold-path default args in backend/scripts/measure_*.py, audit_normalize_false_corrections.py","backend/scripts/measure_association_precision.py, measure_grouping_f1.py, audit_normalize_false_corrections.py",,none found,1407,,medium (hand-curated gold labels; accidental edits would silently corrupt accuracy audits),high,keep in place,,Part of the A1-A8 'ACCURACY_TRACK' human-review gold-set family referenced in backend/ACCURACY_TRACK_A1_A8_STATUS.md
backend/training/exact_section_dataset.csv,csv data,live-deployment dataset artifact,Training dataset for the exact-section classifier (flat live alias),training/ML,actively used at runtime,config.py:59-61 exact_section_dataset_path,exact-section model training/serving path,,,none found,60564,,medium,high,keep in place,,"Duplicated across 4 versioned snapshots under training/models/exact_section/*/exact_section_dataset.csv (~60K lines each, ~240K lines total duplication)"
backend/training/exact_section_model.joblib,binary model,live-deployment model artifact,Live exact-section classifier model (flat alias),data/model artifact,actively used at runtime,config.py:55-57 exact_section_model_path,prediction pipeline (exact-section lookup),training pipeline promote_to_live_paths,,none found,n/a (binary model),,HIGH — production inference model,high,keep in place,,~35MB per docs/ml_integration/partner_vs_local_comparison.md; identical duplicate exists in 4 versioned registry snapshots
backend/training/exact_section_model_metadata.json,json data,live-deployment model metadata,"Metadata (accuracy, feature schema) for the live exact-section model",training/ML,actively used at runtime,config.py:58-60 exact_section_metadata_path,prediction pipeline / model_versioning,,,none found,8,,low,high,keep in place,,
backend/training/experiments/v16_ranker_groupcv_20260816/candidate_ranker_cv_tuned.json,json data,v16 candidate-ranker experiment pipeline (backend/training/experiments),Tuned candidate-ranker weights from the group-CV experiment,training/ML,historical/archive only,"Directory + filename referenced by backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py (EXPERIMENT_DIR/OLD_EXPERIMENT_DIR constants)",produced/consumed by backend/scripts/phase1_feature_freeze.py..phase14_final_consolidated_eval.py (see backend/scripts/*.py EXPERIMENT_DIR constants),"backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py",downstream phase scripts read prior phase's output files,"none found (exercised via scripts, not pytest)",0,This is the successor/leakage-safe rerun of v16_ranker_optuna_20260816; phase14_final_consolidated_results.json here is the terminal comparison artifact,low (frozen historical experiment run; not read by any production or CLAUDE.md-protected path),high,archive,docs/validation/ or an experiments-archive/ location outside backend/training/ (out of scope decision for this audit),Part of the immutable-experiment-version pattern described in CLAUDE.md ('dataset and model versions are immutable'); safe to archive out of the live training/ tree once phase14 results are captured elsewhere
backend/training/experiments/v16_ranker_groupcv_20260816/candidate_ranker_cv_tuned_meta.json,json data,v16 candidate-ranker experiment pipeline (backend/training/experiments),Metadata for the group-CV tuned candidate ranker,training/ML,historical/archive only,"Directory + filename referenced by backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py (EXPERIMENT_DIR/OLD_EXPERIMENT_DIR constants)",produced/consumed by backend/scripts/phase1_feature_freeze.py..phase14_final_consolidated_eval.py (see backend/scripts/*.py EXPERIMENT_DIR constants),"backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py",downstream phase scripts read prior phase's output files,"none found (exercised via scripts, not pytest)",39,This is the successor/leakage-safe rerun of v16_ranker_optuna_20260816; phase14_final_consolidated_results.json here is the terminal comparison artifact,low (frozen historical experiment run; not read by any production or CLAUDE.md-protected path),high,archive,docs/validation/ or an experiments-archive/ location outside backend/training/ (out of scope decision for this audit),Part of the immutable-experiment-version pattern described in CLAUDE.md ('dataset and model versions are immutable'); safe to archive out of the live training/ tree once phase14 results are captured elsewhere
backend/training/experiments/v16_ranker_groupcv_20260816/devpool_full.npz,binary data,v16 candidate-ranker experiment pipeline (backend/training/experiments),Full development pool feature matrix (group-CV experiment),data/model artifact,historical/archive only,"Directory + filename referenced by backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py (EXPERIMENT_DIR/OLD_EXPERIMENT_DIR constants)",produced/consumed by backend/scripts/phase1_feature_freeze.py..phase14_final_consolidated_eval.py (see backend/scripts/*.py EXPERIMENT_DIR constants),"backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py",downstream phase scripts read prior phase's output files,"none found (exercised via scripts, not pytest)",n/a (binary model),This is the successor/leakage-safe rerun of v16_ranker_optuna_20260816; phase14_final_consolidated_results.json here is the terminal comparison artifact,low (frozen historical experiment run; not read by any production or CLAUDE.md-protected path),high,archive,docs/validation/ or an experiments-archive/ location outside backend/training/ (out of scope decision for this audit),Part of the immutable-experiment-version pattern described in CLAUDE.md ('dataset and model versions are immutable'); safe to archive out of the live training/ tree once phase14 results are captured elsewhere
backend/training/experiments/v16_ranker_groupcv_20260816/fold_assignment.json,json data,v16 candidate-ranker experiment pipeline (backend/training/experiments),Leakage-safe group CV fold assignment (per CLAUDE.md: augmentation only after leakage-safe split),training/ML,historical/archive only,"Directory + filename referenced by backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py (EXPERIMENT_DIR/OLD_EXPERIMENT_DIR constants)",produced/consumed by backend/scripts/phase1_feature_freeze.py..phase14_final_consolidated_eval.py (see backend/scripts/*.py EXPERIMENT_DIR constants),"backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py",downstream phase scripts read prior phase's output files,"none found (exercised via scripts, not pytest)",3541,This is the successor/leakage-safe rerun of v16_ranker_optuna_20260816; phase14_final_consolidated_results.json here is the terminal comparison artifact,low (frozen historical experiment run; not read by any production or CLAUDE.md-protected path),high,archive,docs/validation/ or an experiments-archive/ location outside backend/training/ (out of scope decision for this audit),Part of the immutable-experiment-version pattern described in CLAUDE.md ('dataset and model versions are immutable'); safe to archive out of the live training/ tree once phase14 results are captured elsewhere
backend/training/experiments/v16_ranker_groupcv_20260816/fold_audit.json,json data,v16 candidate-ranker experiment pipeline (backend/training/experiments),Audit of the CV fold assignment for leakage/balance,training/ML,historical/archive only,"Directory + filename referenced by backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py (EXPERIMENT_DIR/OLD_EXPERIMENT_DIR constants)",produced/consumed by backend/scripts/phase1_feature_freeze.py..phase14_final_consolidated_eval.py (see backend/scripts/*.py EXPERIMENT_DIR constants),"backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py",downstream phase scripts read prior phase's output files,"none found (exercised via scripts, not pytest)",381,This is the successor/leakage-safe rerun of v16_ranker_optuna_20260816; phase14_final_consolidated_results.json here is the terminal comparison artifact,low (frozen historical experiment run; not read by any production or CLAUDE.md-protected path),high,archive,docs/validation/ or an experiments-archive/ location outside backend/training/ (out of scope decision for this audit),Part of the immutable-experiment-version pattern described in CLAUDE.md ('dataset and model versions are immutable'); safe to archive out of the live training/ tree once phase14 results are captured elsewhere
backend/training/experiments/v16_ranker_groupcv_20260816/hard_case_regression_set.json,json data,v16 candidate-ranker experiment pipeline (backend/training/experiments),Hard-case regression set carried across ranker experiment phases,training/ML,historical/archive only,"Directory + filename referenced by backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py (EXPERIMENT_DIR/OLD_EXPERIMENT_DIR constants)",produced/consumed by backend/scripts/phase1_feature_freeze.py..phase14_final_consolidated_eval.py (see backend/scripts/*.py EXPERIMENT_DIR constants),"backend/scripts/phase*.py, optuna_v16_ranker_search.py, diagnose_val_test_gap.py",downstream phase scripts read prior phase's output files,"none found (exercised via scripts, not pytest)",32840,This is the successor/leakage-safe rerun of v16_ranker_optuna_20260816; phase14_final_consolidated_results.json here is the terminal comparison artifact,low (frozen historical experiment run; not read by any production or CLAUDE.md-protected path),high,archive,docs/validation/ or an experiments-archive/ location outside backend/training/ (out of scope decision for this audit),Part of the immutable-experiment-version pattern described in CLAUDE.md ('dataset and model versions are immutable'); safe to archive out of the live training/ tree once phase14 results are captured elsewhere
